step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
232,9,9,11.0,41.0,738,1.0,1093.0,0,13.7,1.6,0,0,ppo,rl_v2,0,0
233,9,9,12.5,41.9,754,1.0,1097.5,0,13.7,1.6,0,0,ppo,rl_v2,0,0
234,9,9,18.5,43.7,786,1.0,1102.0,0,14.0,1.7,0,0,ppo,rl_v2,0,0
235,9,9,33.9,49.8,897,1.0,1106.5,0,14.1,2.0,0,0,ppo,rl_v2,0,0
236,9,9,13.9,42.0,756,1.0,1111.0,0,13.7,1.7,0,0,ppo,rl_v2,0,0
237,9,9,16.9,43.6,785,1.0,1115.5,0,14.2,1.7,0,0,ppo,rl_v2,0,0
238,9,9,12.9,42.5,765,1.0,1120.0,0,13.7,1.7,0,0,ppo,rl_v2,0,0
239,9,9,11.3,41.2,741,1.0,1124.5,0,14.0,1.6,0,0,ppo,rl_v2,0,0
240,9,9,18.7,43.9,790,1.0,1129.0,0,14.0,1.7,0,0,ppo,rl_v2,0,0
241,9,9,30.0,48.6,874,1.0,1133.5,0,14.0,1.9,0,0,ppo,rl_v2,0,0
242,9,9,46.6,55.1,991,0.9899,1138.0,0,14.5,2.2,0,0,ppo,rl_v2,0,0
243,9,9,93.7,71.9,1294,0.9562,1142.5,0,14.7,2.8,0,0,ppo,rl_v2,0,0
244,9,9,110.1,78.6,1415,0.9428,1147.0,0,15.1,3.1,0,0,ppo,rl_v2,0,0
245,12,9,117.6,75.2,1354,0.9496,1151.5,1,14.9,3.0,0,3,ppo,rl_v2,0,0
246,12,9,96.2,71.9,1295,0.9561,1156.0,0,14.8,2.8,0,3,ppo,rl_v2,0,0
247,12,12,23.1,53.0,1081,1.0,1162.0,0,14.4,1.8,0,0,ppo,rl_v2,0,0
248,12,12,9.1,45.6,931,1.0,1168.0,0,13.9,1.5,0,0,ppo,rl_v2,0,0
249,9,9,19.4,44.5,801,1.0,1172.5,1,13.7,1.7,0,0,ppo,rl_v2,0,0
